Accident No,Year,Month of the Year,Severity level,Speed zones,Injury level,Map,Long,Lat,Road Type,Road geometry
T20190003845,2019,February,Serious injury accident                   ,80,Serious injury                       ,25   K 8 ,144.796,-37.77029,ROAD           ,Multiple intersection                    
T20180017274,2018,September,Serious injury accident                   ,60,Serious injury                       ,607  T 6 ,144.28742,-36.758340000000004,STREET         ,Multiple intersection                    
T20180017274,2018,September,Serious injury accident                   ,60,Serious injury                       ,607  T 6 ,144.28742,-36.758340000000004,STREET         ,Multiple intersection                    
T20180017274,2018,September,Serious injury accident                   ,60,Serious injury                       ,607  T 6 ,144.28742,-36.758340000000004,STREET         ,Multiple intersection                    
T20180017274,2018,September,Serious injury accident                   ,60,Serious injury                       ,607  T 6 ,144.28742,-36.758340000000004,STREET         ,Multiple intersection                    
T20180017274,2018,September,Serious injury accident                   ,60,Serious injury                       ,607  T 6 ,144.28742,-36.758340000000004,STREET         ,Multiple intersection                    
T20180017274,2018,September,Serious injury accident                   ,60,Serious injury                       ,607  T 6 ,144.28742,-36.758340000000004,STREET         ,Multiple intersection                    
T20180017274,2018,September,Serious injury accident                   ,60,Serious injury                       ,607  T 6 ,144.28742,-36.758340000000004,STREET         ,Multiple intersection                    
T20180017274,2018,September,Serious injury accident                   ,60,Serious injury                       ,607  T 6 ,144.28742,-36.758340000000004,STREET         ,Multiple intersection                    
T20180016942,2018,September,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.21243,-37.86163,HIGHWAY        ,Multiple intersection                    
T20180016942,2018,September,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.21243,-37.86163,HIGHWAY        ,Multiple intersection                    
T20180016942,2018,September,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.21243,-37.86163,HIGHWAY        ,Multiple intersection                    
T20180016942,2018,September,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.21243,-37.86163,HIGHWAY        ,Multiple intersection                    
T20180016942,2018,September,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.21243,-37.86163,HIGHWAY        ,Multiple intersection                    
T20150014033,2015,July,Fatal accident                       ,60,Fatality                          ,668  F 11,146.01343,-36.02608,ROAD           ,Multiple intersection                    
T20150014033,2015,July,Fatal accident                       ,60,Fatality                          ,668  F 11,146.01343,-36.02608,ROAD           ,Multiple intersection                    
T20170005484,2017,March,Serious injury accident                   ,80,Serious injury                       ,10   G 12,145.0923,-37.69522,HIGHWAY        ,Multiple intersection                    
T20170005484,2017,March,Serious injury accident                   ,80,Serious injury                       ,10   G 12,145.0923,-37.69522,HIGHWAY        ,Multiple intersection                    
T20170017432,2017,September,Serious injury accident                   ,80,Serious injury                       ,287  B 9 ,145.55851,-37.786640000000006,ROAD           ,Multiple intersection                    
T20170017432,2017,September,Serious injury accident                   ,80,Serious injury                       ,287  B 9 ,145.55851,-37.786640000000006,ROAD           ,Multiple intersection                    
T20170017432,2017,September,Serious injury accident                   ,80,Serious injury                       ,287  B 9 ,145.55851,-37.786640000000006,ROAD           ,Multiple intersection                    
T20170017432,2017,September,Serious injury accident                   ,80,Serious injury                       ,287  B 9 ,145.55851,-37.786640000000006,ROAD           ,Multiple intersection                    
T20170000219,2017,January,Serious injury accident                   ,80,Serious injury                       ,10   A 9 ,145.06731000000002,-37.68701,ROAD           ,Multiple intersection                    
T20170000219,2017,January,Serious injury accident                   ,80,Serious injury                       ,10   A 9 ,145.06731000000002,-37.68701,ROAD           ,Multiple intersection                    
T20150019038,2015,September,Serious injury accident                   ,60,Serious injury                       ,67   E 3 ,144.99686,-37.88381,ROAD           ,Multiple intersection                    
T20150019038,2015,September,Serious injury accident                   ,60,Serious injury                       ,67   E 3 ,144.99686,-37.88381,ROAD           ,Multiple intersection                    
T20150019038,2015,September,Serious injury accident                   ,60,Serious injury                       ,67   E 3 ,144.99686,-37.88381,ROAD           ,Multiple intersection                    
T20150019038,2015,September,Serious injury accident                   ,60,Serious injury                       ,67   E 3 ,144.99686,-37.88381,ROAD           ,Multiple intersection                    
T20150019038,2015,September,Serious injury accident                   ,60,Serious injury                       ,67   E 3 ,144.99686,-37.88381,ROAD           ,Multiple intersection                    
T20150019038,2015,September,Serious injury accident                   ,60,Serious injury                       ,67   E 3 ,144.99686,-37.88381,ROAD           ,Multiple intersection                    
T20150020557,2015,October,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.21113,-37.86121,HIGHWAY        ,Multiple intersection                    
T20150020557,2015,October,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.21113,-37.86121,HIGHWAY        ,Multiple intersection                    
T20150024477,2015,November,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.21113,-37.86121,HIGHWAY        ,Multiple intersection                    
T20150024477,2015,November,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.21113,-37.86121,HIGHWAY        ,Multiple intersection                    
T20150024477,2015,November,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.21113,-37.86121,HIGHWAY        ,Multiple intersection                    
T20150024477,2015,November,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.21113,-37.86121,HIGHWAY        ,Multiple intersection                    
T20160015993,2016,July,Serious injury accident                   ,100,Serious injury                       ,53   G 5 ,141.37093000000002,-37.189170000000004,ROAD           ,Multiple intersection                    
T20160015993,2016,July,Serious injury accident                   ,100,Serious injury                       ,53   G 5 ,141.37093000000002,-37.189170000000004,ROAD           ,Multiple intersection                    
T20160015993,2016,July,Serious injury accident                   ,100,Serious injury                       ,53   G 5 ,141.37093000000002,-37.189170000000004,ROAD           ,Multiple intersection                    
T20160015993,2016,July,Serious injury accident                   ,100,Serious injury                       ,53   G 5 ,141.37093000000002,-37.189170000000004,ROAD           ,Multiple intersection                    
T20160015993,2016,July,Serious injury accident                   ,100,Serious injury                       ,53   G 5 ,141.37093000000002,-37.189170000000004,ROAD           ,Multiple intersection                    
T20160015993,2016,July,Serious injury accident                   ,100,Serious injury                       ,53   G 5 ,141.37093000000002,-37.189170000000004,ROAD           ,Multiple intersection                    
T20160015993,2016,July,Serious injury accident                   ,100,Serious injury                       ,53   G 5 ,141.37093000000002,-37.189170000000004,ROAD           ,Multiple intersection                    
T20160015993,2016,July,Serious injury accident                   ,100,Serious injury                       ,53   G 5 ,141.37093000000002,-37.189170000000004,ROAD           ,Multiple intersection                    
T20160015993,2016,July,Serious injury accident                   ,100,Serious injury                       ,53   G 5 ,141.37093000000002,-37.189170000000004,ROAD           ,Multiple intersection                    
T20160015993,2016,July,Serious injury accident                   ,100,Serious injury                       ,53   G 5 ,141.37093000000002,-37.189170000000004,ROAD           ,Multiple intersection                    
T20160015993,2016,July,Serious injury accident                   ,100,Serious injury                       ,53   G 5 ,141.37093000000002,-37.189170000000004,ROAD           ,Multiple intersection                    
T20160015993,2016,July,Serious injury accident                   ,100,Serious injury                       ,53   G 5 ,141.37093000000002,-37.189170000000004,ROAD           ,Multiple intersection                    
T20160018760,2016,August,Serious injury accident                   ,80,Serious injury                       ,432  B 10,144.35838999999999,-38.08403,HIGHWAY        ,Multiple intersection                    
T20160018760,2016,August,Serious injury accident                   ,80,Serious injury                       ,432  B 10,144.35838999999999,-38.08403,HIGHWAY        ,Multiple intersection                    
T20160018695,2016,August,Serious injury accident                   ,80,Serious injury                       ,215  F 4 ,145.44263999999998,-38.061809999999994,HIGHWAY        ,Multiple intersection                    
T20170021160,2017,November,Fatal accident                       ,80,Fatality                          ,562  B 10,143.84476,-37.51747,HIGHWAY        ,Multiple intersection                    
T20170021160,2017,November,Fatal accident                       ,80,Fatality                          ,562  B 10,143.84476,-37.51747,HIGHWAY        ,Multiple intersection                    
T20160024981,2016,November,Serious injury accident                   ,70,Serious injury                       ,93   F 6 ,145.13305,-38.02588,ROAD           ,Multiple intersection                    
T20160024981,2016,November,Serious injury accident                   ,70,Serious injury                       ,93   F 6 ,145.13305,-38.02588,ROAD           ,Multiple intersection                    
T20160027201,2016,December,Serious injury accident                   ,100,Serious injury                       ,75   H 9 ,143.39037,-37.95449,ROAD           ,Multiple intersection                    
T20160027201,2016,December,Serious injury accident                   ,100,Serious injury                       ,75   H 9 ,143.39037,-37.95449,ROAD           ,Multiple intersection                    
T20190011776,2019,June,Serious injury accident                   ,80,Serious injury                       ,81   D 2 ,145.21243,-37.92541,RAMP OF        ,Multiple intersection                    
T20190011776,2019,June,Serious injury accident                   ,80,Serious injury                       ,81   D 2 ,145.21243,-37.92541,RAMP OF        ,Multiple intersection                    
T20190011776,2019,June,Serious injury accident                   ,80,Serious injury                       ,81   D 2 ,145.21243,-37.92541,RAMP OF        ,Multiple intersection                    
T20190011776,2019,June,Serious injury accident                   ,80,Serious injury                       ,81   D 2 ,145.21243,-37.92541,RAMP OF        ,Multiple intersection                    
T20190011776,2019,June,Serious injury accident                   ,80,Serious injury                       ,81   D 2 ,145.21243,-37.92541,RAMP OF        ,Multiple intersection                    
T20190011776,2019,June,Serious injury accident                   ,80,Serious injury                       ,81   D 2 ,145.21243,-37.92541,RAMP OF        ,Multiple intersection                    
T20150019716,2015,September,Serious injury accident                   ,80,Serious injury                       ,131  J 4 ,145.36726000000002,-38.06277,ROAD           ,Multiple intersection                    
T20150019716,2015,September,Serious injury accident                   ,80,Serious injury                       ,131  J 4 ,145.36726000000002,-38.06277,ROAD           ,Multiple intersection                    
T20150019716,2015,September,Serious injury accident                   ,80,Serious injury                       ,131  J 4 ,145.36726000000002,-38.06277,ROAD           ,Multiple intersection                    
T20150019716,2015,September,Serious injury accident                   ,80,Serious injury                       ,131  J 4 ,145.36726000000002,-38.06277,ROAD           ,Multiple intersection                    
T20150019716,2015,September,Serious injury accident                   ,80,Serious injury                       ,131  J 4 ,145.36726000000002,-38.06277,ROAD           ,Multiple intersection                    
T20150019716,2015,September,Serious injury accident                   ,80,Serious injury                       ,131  J 4 ,145.36726000000002,-38.06277,ROAD           ,Multiple intersection                    
T20150019716,2015,September,Serious injury accident                   ,80,Serious injury                       ,131  J 4 ,145.36726000000002,-38.06277,ROAD           ,Multiple intersection                    
T20150019716,2015,September,Serious injury accident                   ,80,Serious injury                       ,131  J 4 ,145.36726000000002,-38.06277,ROAD           ,Multiple intersection                    
T20180007587,2018,April,Serious injury accident                   ,60,Serious injury                       ,506  D 6 ,142.01316,-37.735859999999995,ROAD           ,Multiple intersection                    
T20180007587,2018,April,Serious injury accident                   ,60,Serious injury                       ,506  D 6 ,142.01316,-37.735859999999995,ROAD           ,Multiple intersection                    
T20170018284,2017,September,Serious injury accident                   ,60,Serious injury                       ,102  F 5 ,145.13267,-38.15325,ROAD           ,Multiple intersection                    
T20170018284,2017,September,Serious injury accident                   ,60,Serious injury                       ,102  F 5 ,145.13267,-38.15325,ROAD           ,Multiple intersection                    
T20170002689,2017,February,Serious injury accident                   ,100,Serious injury                       ,658  K 11,144.61959,-37.47399,ROAD           ,Multiple intersection                    
T20170002689,2017,February,Serious injury accident                   ,100,Serious injury                       ,658  K 11,144.61959,-37.47399,ROAD           ,Multiple intersection                    
T20170002752,2017,February,Serious injury accident                   ,80,Serious injury                       ,645  P 3 ,146.95141999999998,-36.17302,HIGHWAY        ,Multiple intersection                    
T20170002752,2017,February,Serious injury accident                   ,80,Serious injury                       ,645  P 3 ,146.95141999999998,-36.17302,HIGHWAY        ,Multiple intersection                    
T20160020489,2016,September,Serious injury accident                   ,80,Serious injury                       ,90   K 3 ,145.23826,-37.97269,ROAD           ,Multiple intersection                    
T20160020489,2016,September,Serious injury accident                   ,80,Serious injury                       ,90   K 3 ,145.23826,-37.97269,ROAD           ,Multiple intersection                    
T20160022580,2016,October,Serious injury accident                   ,60,Serious injury                       ,45   K 2 ,145.064,-37.793440000000004,ROAD           ,Multiple intersection                    
T20160022580,2016,October,Serious injury accident                   ,60,Serious injury                       ,45   K 2 ,145.064,-37.793440000000004,ROAD           ,Multiple intersection                    
T20150025873,2015,December,Serious injury accident                   ,60,Serious injury                       ,15   K 3 ,144.88708,-37.70864,DRIVE          ,Multiple intersection                    
T20150025873,2015,December,Serious injury accident                   ,60,Serious injury                       ,15   K 3 ,144.88708,-37.70864,DRIVE          ,Multiple intersection                    
T20150019667,2015,September,Serious injury accident                   ,80,Serious injury                       ,90   G 1 ,145.22485,-37.962740000000004,RAMP ON        ,Multiple intersection                    
T20150019667,2015,September,Serious injury accident                   ,80,Serious injury                       ,90   G 1 ,145.22485,-37.962740000000004,RAMP ON        ,Multiple intersection                    
T20150019667,2015,September,Serious injury accident                   ,80,Serious injury                       ,90   G 1 ,145.22485,-37.962740000000004,RAMP ON        ,Multiple intersection                    
T20150019667,2015,September,Serious injury accident                   ,80,Serious injury                       ,90   G 1 ,145.22485,-37.962740000000004,RAMP ON        ,Multiple intersection                    
T20150020423,2015,October,Serious injury accident                   ,Unknown,Serious injury                       ,40   F 7 ,142.3031,-36.841440000000006,ROAD           ,Multiple intersection                    
T20150020423,2015,October,Serious injury accident                   ,Unknown,Serious injury                       ,40   F 7 ,142.3031,-36.841440000000006,ROAD           ,Multiple intersection                    
T20150020423,2015,October,Serious injury accident                   ,Unknown,Serious injury                       ,40   F 7 ,142.3031,-36.841440000000006,ROAD           ,Multiple intersection                    
T20150020423,2015,October,Serious injury accident                   ,Unknown,Serious injury                       ,40   F 7 ,142.3031,-36.841440000000006,ROAD           ,Multiple intersection                    
T20150018645,2015,September,Serious injury accident                   ,100,Serious injury                       ,40   G 4 ,142.33056000000002,-36.68652,ROAD           ,Multiple intersection                    
T20150018645,2015,September,Serious injury accident                   ,100,Serious injury                       ,40   G 4 ,142.33056000000002,-36.68652,ROAD           ,Multiple intersection                    
T20140015944,2014,August,Serious injury accident                   ,60,Serious injury                       ,437  C 12,144.98966000000001,-37.87213,ROAD           ,Multiple intersection                    
T20140015944,2014,August,Serious injury accident                   ,60,Serious injury                       ,437  C 12,144.98966000000001,-37.87213,ROAD           ,Multiple intersection                    
T20140015944,2014,August,Serious injury accident                   ,60,Serious injury                       ,437  C 12,144.98966000000001,-37.87213,ROAD           ,Multiple intersection                    
T20140015944,2014,August,Serious injury accident                   ,60,Serious injury                       ,437  C 12,144.98966000000001,-37.87213,ROAD           ,Multiple intersection                    
T20140015944,2014,August,Serious injury accident                   ,60,Serious injury                       ,437  C 12,144.98966000000001,-37.87213,ROAD           ,Multiple intersection                    
T20140015944,2014,August,Serious injury accident                   ,60,Serious injury                       ,437  C 12,144.98966000000001,-37.87213,ROAD           ,Multiple intersection                    
T20140015944,2014,August,Serious injury accident                   ,60,Serious injury                       ,437  C 12,144.98966000000001,-37.87213,ROAD           ,Multiple intersection                    
T20140015944,2014,August,Serious injury accident                   ,60,Serious injury                       ,437  C 12,144.98966000000001,-37.87213,ROAD           ,Multiple intersection                    
T20140016863,2014,August,Serious injury accident                   ,60,Serious injury                       ,2C   H 1 ,144.9921,-37.78817,PARADE         ,Multiple intersection                    
T20140016863,2014,August,Serious injury accident                   ,60,Serious injury                       ,2C   H 1 ,144.9921,-37.78817,PARADE         ,Multiple intersection                    
T20160027139,2016,December,Serious injury accident                   ,80,Serious injury                       ,96   B 9 ,145.24774,-38.036770000000004,HIGHWAY        ,Multiple intersection                    
T20160027139,2016,December,Serious injury accident                   ,80,Serious injury                       ,96   B 9 ,145.24774,-38.036770000000004,HIGHWAY        ,Multiple intersection                    
T20160027251,2016,December,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19555,-37.96797,HIGHWAY        ,Multiple intersection                    
T20160027251,2016,December,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19555,-37.96797,HIGHWAY        ,Multiple intersection                    
T20160027251,2016,December,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19555,-37.96797,HIGHWAY        ,Multiple intersection                    
T20160027251,2016,December,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19555,-37.96797,HIGHWAY        ,Multiple intersection                    
T20160023355,2016,October,Serious injury accident                   ,60,Serious injury                       ,99   J 2 ,145.14865,-38.098620000000004,ROAD           ,Multiple intersection                    
T20160023355,2016,October,Serious injury accident                   ,60,Serious injury                       ,99   J 2 ,145.14865,-38.098620000000004,ROAD           ,Multiple intersection                    
T20160023355,2016,October,Serious injury accident                   ,60,Serious injury                       ,99   J 2 ,145.14865,-38.098620000000004,ROAD           ,Multiple intersection                    
T20160023355,2016,October,Serious injury accident                   ,60,Serious injury                       ,99   J 2 ,145.14865,-38.098620000000004,ROAD           ,Multiple intersection                    
T20160023355,2016,October,Serious injury accident                   ,60,Serious injury                       ,99   J 2 ,145.14865,-38.098620000000004,ROAD           ,Multiple intersection                    
T20160023355,2016,October,Serious injury accident                   ,60,Serious injury                       ,99   J 2 ,145.14865,-38.098620000000004,ROAD           ,Multiple intersection                    
T20180019043,2018,October,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.2112,-37.86102,HIGHWAY        ,Multiple intersection                    
T20180019043,2018,October,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.2112,-37.86102,HIGHWAY        ,Multiple intersection                    
T20180019043,2018,October,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.2112,-37.86102,HIGHWAY        ,Multiple intersection                    
T20180019043,2018,October,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.2112,-37.86102,HIGHWAY        ,Multiple intersection                    
T20160017270,2016,August,Serious injury accident                   ,70,Serious injury                       ,108  B 11,145.29315,-38.00165,ROAD           ,Multiple intersection                    
T20160017270,2016,August,Serious injury accident                   ,70,Serious injury                       ,108  B 11,145.29315,-38.00165,ROAD           ,Multiple intersection                    
