Accident No,Year,Month of the Year,Severity level,Speed zones,Injury level,Map,Long,Lat,Road Type,Road geometry
T20140005529,2014,March,Serious injury accident                   ,60,Serious injury                       ,60   G 7 ,145.09511,-37.85335,HIGHWAY        ,T intersection                      
T20140005529,2014,March,Serious injury accident                   ,60,Serious injury                       ,60   G 7 ,145.09511,-37.85335,HIGHWAY        ,T intersection                      
T20160007148,2016,April,Serious injury accident                   ,80,Serious injury                       ,50   G 1 ,145.26871,-37.78913,HIGHWAY        ,T intersection                      
T20160007148,2016,April,Serious injury accident                   ,80,Serious injury                       ,50   G 1 ,145.26871,-37.78913,HIGHWAY        ,T intersection                      
T20160014381,2016,July,Serious injury accident                   ,60,Serious injury                       ,32   D 7 ,145.08118000000002,-37.76634,ROAD           ,T intersection                      
T20160014381,2016,July,Serious injury accident                   ,60,Serious injury                       ,32   D 7 ,145.08118000000002,-37.76634,ROAD           ,T intersection                      
T20160014381,2016,July,Serious injury accident                   ,60,Serious injury                       ,32   D 7 ,145.08118000000002,-37.76634,ROAD           ,T intersection                      
T20160014381,2016,July,Serious injury accident                   ,60,Serious injury                       ,32   D 7 ,145.08118000000002,-37.76634,ROAD           ,T intersection                      
T20160014381,2016,July,Serious injury accident                   ,60,Serious injury                       ,32   D 7 ,145.08118000000002,-37.76634,ROAD           ,T intersection                      
T20160014381,2016,July,Serious injury accident                   ,60,Serious injury                       ,32   D 7 ,145.08118000000002,-37.76634,ROAD           ,T intersection                      
T20160014381,2016,July,Serious injury accident                   ,60,Serious injury                       ,32   D 7 ,145.08118000000002,-37.76634,ROAD           ,T intersection                      
T20160014381,2016,July,Serious injury accident                   ,60,Serious injury                       ,32   D 7 ,145.08118000000002,-37.76634,ROAD           ,T intersection                      
T20160000649,2016,January,Serious injury accident                   ,60,Serious injury                       ,97   D 9 ,145.12328,-38.07969,HIGHWAY        ,T intersection                      
T20160000649,2016,January,Serious injury accident                   ,60,Serious injury                       ,97   D 9 ,145.12328,-38.07969,HIGHWAY        ,T intersection                      
T20160000649,2016,January,Serious injury accident                   ,60,Serious injury                       ,97   D 9 ,145.12328,-38.07969,HIGHWAY        ,T intersection                      
T20160000649,2016,January,Serious injury accident                   ,60,Serious injury                       ,97   D 9 ,145.12328,-38.07969,HIGHWAY        ,T intersection                      
T20160016183,2016,July,Serious injury accident                   ,60,Serious injury                       ,709  O 8 ,145.82176,-38.42991,STREET         ,T intersection                      
T20160016183,2016,July,Serious injury accident                   ,60,Serious injury                       ,709  O 8 ,145.82176,-38.42991,STREET         ,T intersection                      
T20160004171,2016,February,Serious injury accident                   ,70,Serious injury                       ,59   A 10,145.02321,-37.8642,ROAD           ,T intersection                      
T20160004171,2016,February,Serious injury accident                   ,70,Serious injury                       ,59   A 10,145.02321,-37.8642,ROAD           ,T intersection                      
T20160004171,2016,February,Serious injury accident                   ,70,Serious injury                       ,59   A 10,145.02321,-37.8642,ROAD           ,T intersection                      
T20160004171,2016,February,Serious injury accident                   ,70,Serious injury                       ,59   A 10,145.02321,-37.8642,ROAD           ,T intersection                      
T20160004171,2016,February,Serious injury accident                   ,70,Serious injury                       ,59   A 10,145.02321,-37.8642,ROAD           ,T intersection                      
T20160004171,2016,February,Serious injury accident                   ,70,Serious injury                       ,59   A 10,145.02321,-37.8642,ROAD           ,T intersection                      
T20160004171,2016,February,Serious injury accident                   ,70,Serious injury                       ,59   A 10,145.02321,-37.8642,ROAD           ,T intersection                      
T20160004171,2016,February,Serious injury accident                   ,70,Serious injury                       ,59   A 10,145.02321,-37.8642,ROAD           ,T intersection                      
T20160004171,2016,February,Serious injury accident                   ,70,Serious injury                       ,59   A 10,145.02321,-37.8642,ROAD           ,T intersection                      
T20160004171,2016,February,Serious injury accident                   ,70,Serious injury                       ,59   A 10,145.02321,-37.8642,ROAD           ,T intersection                      
T20160004171,2016,February,Serious injury accident                   ,70,Serious injury                       ,59   A 10,145.02321,-37.8642,ROAD           ,T intersection                      
T20160004171,2016,February,Serious injury accident                   ,70,Serious injury                       ,59   A 10,145.02321,-37.8642,ROAD           ,T intersection                      
T20140026516,2014,December,Serious injury accident                   ,50,Serious injury                       ,30   F 9 ,144.99845,-37.772079999999995,STREET         ,T intersection                      
T20140026516,2014,December,Serious injury accident                   ,50,Serious injury                       ,30   F 9 ,144.99845,-37.772079999999995,STREET         ,T intersection                      
T20150009749,2015,May,Fatal accident                       ,80,Fatality                          ,27   C 11,144.85461,-37.78001,ROAD           ,T intersection                      
T20150009749,2015,May,Fatal accident                       ,80,Fatality                          ,27   C 11,144.85461,-37.78001,ROAD           ,T intersection                      
T20150009749,2015,May,Fatal accident                       ,80,Fatality                          ,27   C 11,144.85461,-37.78001,ROAD           ,T intersection                      
T20150009749,2015,May,Fatal accident                       ,80,Fatality                          ,27   C 11,144.85461,-37.78001,ROAD           ,T intersection                      
T20150009749,2015,May,Fatal accident                       ,80,Fatality                          ,27   C 11,144.85461,-37.78001,ROAD           ,T intersection                      
T20150009749,2015,May,Fatal accident                       ,80,Fatality                          ,27   C 11,144.85461,-37.78001,ROAD           ,T intersection                      
T20150013980,2015,July,Serious injury accident                   ,80,Serious injury                       ,102  G 10,145.13948,-38.17373,HIGHWAY        ,T intersection                      
T20150000777,2015,January,Serious injury accident                   ,70,Serious injury                       ,596  J 10,144.75542,-36.14052,AVENUE         ,T intersection                      
T20150000777,2015,January,Serious injury accident                   ,70,Serious injury                       ,596  J 10,144.75542,-36.14052,AVENUE         ,T intersection                      
T20150009241,2015,May,Serious injury accident                   ,60,Serious injury                       ,550  A 8 ,142.75675,-37.0601,ROAD           ,T intersection                      
T20150009241,2015,May,Serious injury accident                   ,60,Serious injury                       ,550  A 8 ,142.75675,-37.0601,ROAD           ,T intersection                      
T20150005426,2015,February,Serious injury accident                   ,80,Serious injury                       ,90   F 11,145.22403,-37.999829999999996,STREET         ,T intersection                      
T20150005426,2015,February,Serious injury accident                   ,80,Serious injury                       ,90   F 11,145.22403,-37.999829999999996,STREET         ,T intersection                      
T20150005426,2015,February,Serious injury accident                   ,80,Serious injury                       ,90   F 11,145.22403,-37.999829999999996,STREET         ,T intersection                      
T20150005426,2015,February,Serious injury accident                   ,80,Serious injury                       ,90   F 11,145.22403,-37.999829999999996,STREET         ,T intersection                      
T20150011162,2015,May,Serious injury accident                   ,60,Serious injury                       ,607  O 3 ,144.25836999999999,-36.74407,ROAD           ,T intersection                      
T20150011162,2015,May,Serious injury accident                   ,60,Serious injury                       ,607  O 3 ,144.25836999999999,-36.74407,ROAD           ,T intersection                      
T20160000605,2016,January,Fatal accident                       ,70,Fatality                          ,203  J 7 ,144.74697,-37.85405,ROAD           ,T intersection                      
T20160000605,2016,January,Fatal accident                       ,70,Fatality                          ,203  J 7 ,144.74697,-37.85405,ROAD           ,T intersection                      
T20160000605,2016,January,Fatal accident                       ,70,Fatality                          ,203  J 7 ,144.74697,-37.85405,ROAD           ,T intersection                      
T20160000605,2016,January,Fatal accident                       ,70,Fatality                          ,203  J 7 ,144.74697,-37.85405,ROAD           ,T intersection                      
T20160009375,2016,April,Fatal accident                       ,100,Fatality                          ,416  H 4 ,144.88938000000002,-37.28903,ROAD           ,T intersection                      
T20160009375,2016,April,Fatal accident                       ,100,Fatality                          ,416  H 4 ,144.88938000000002,-37.28903,ROAD           ,T intersection                      
T20160001350,2016,January,Serious injury accident                   ,80,Serious injury                       ,84   B 10,145.33793,-37.95095,ROAD           ,T intersection                      
T20160001350,2016,January,Serious injury accident                   ,80,Serious injury                       ,84   B 10,145.33793,-37.95095,ROAD           ,T intersection                      
T20170015126,2017,August,Serious injury accident                   ,80,Serious injury                       ,10   A 9 ,145.06863,-37.68456,ROAD           ,T intersection                      
T20170015126,2017,August,Serious injury accident                   ,80,Serious injury                       ,10   A 9 ,145.06863,-37.68456,ROAD           ,T intersection                      
T20170007067,2017,April,Serious injury accident                   ,60,Serious injury                       ,93   B 12,145.11413000000002,-38.047470000000004,STREET         ,T intersection                      
T20170007067,2017,April,Serious injury accident                   ,60,Serious injury                       ,93   B 12,145.11413000000002,-38.047470000000004,STREET         ,T intersection                      
T20170012719,2017,June,Serious injury accident                   ,60,Serious injury                       ,441  J 1 ,144.34646,-38.095079999999996,ROAD           ,T intersection                      
T20170012719,2017,June,Serious injury accident                   ,60,Serious injury                       ,441  J 1 ,144.34646,-38.095079999999996,ROAD           ,T intersection                      
T20170013494,2017,July,Serious injury accident                   ,80,Serious injury                       ,131  B 3 ,145.33886,-38.05767,DRIVE          ,T intersection                      
T20170013494,2017,July,Serious injury accident                   ,80,Serious injury                       ,131  B 3 ,145.33886,-38.05767,DRIVE          ,T intersection                      
T20170012614,2017,June,Serious injury accident                   ,60,Serious injury                       ,90   B 2 ,145.20282,-37.9686,ROAD           ,T intersection                      
T20170012614,2017,June,Serious injury accident                   ,60,Serious injury                       ,90   B 2 ,145.20282,-37.9686,ROAD           ,T intersection                      
T20170012614,2017,June,Serious injury accident                   ,60,Serious injury                       ,90   B 2 ,145.20282,-37.9686,ROAD           ,T intersection                      
T20170012614,2017,June,Serious injury accident                   ,60,Serious injury                       ,90   B 2 ,145.20282,-37.9686,ROAD           ,T intersection                      
T20170012614,2017,June,Serious injury accident                   ,60,Serious injury                       ,90   B 2 ,145.20282,-37.9686,ROAD           ,T intersection                      
T20170012614,2017,June,Serious injury accident                   ,60,Serious injury                       ,90   B 2 ,145.20282,-37.9686,ROAD           ,T intersection                      
T20170012614,2017,June,Serious injury accident                   ,60,Serious injury                       ,90   B 2 ,145.20282,-37.9686,ROAD           ,T intersection                      
T20170012614,2017,June,Serious injury accident                   ,60,Serious injury                       ,90   B 2 ,145.20282,-37.9686,ROAD           ,T intersection                      
T20170012614,2017,June,Serious injury accident                   ,60,Serious injury                       ,90   B 2 ,145.20282,-37.9686,ROAD           ,T intersection                      
T20170012614,2017,June,Serious injury accident                   ,60,Serious injury                       ,90   B 2 ,145.20282,-37.9686,ROAD           ,T intersection                      
T20170012614,2017,June,Serious injury accident                   ,60,Serious injury                       ,90   B 2 ,145.20282,-37.9686,ROAD           ,T intersection                      
T20170012614,2017,June,Serious injury accident                   ,60,Serious injury                       ,90   B 2 ,145.20282,-37.9686,ROAD           ,T intersection                      
T20180016744,2018,September,Serious injury accident                   ,60,Serious injury                       ,431  J 10,144.34877,-38.08302,ROAD           ,T intersection                      
T20180016744,2018,September,Serious injury accident                   ,60,Serious injury                       ,431  J 10,144.34877,-38.08302,ROAD           ,T intersection                      
T20190007399,2019,April,Serious injury accident                   ,60,Serious injury                       ,336  G 9 ,144.56345,-37.68465,STREET         ,T intersection                      
T20190007399,2019,April,Serious injury accident                   ,60,Serious injury                       ,336  G 9 ,144.56345,-37.68465,STREET         ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180019050,2018,October,Serious injury accident                   ,60,Serious injury                       ,46   E 11,145.08283,-37.82423,ROAD           ,T intersection                      
T20180013642,2018,July,Serious injury accident                   ,80,Serious injury                       ,440  K 2 ,144.30501,-38.09738,ROAD           ,T intersection                      
T20180013642,2018,July,Serious injury accident                   ,80,Serious injury                       ,440  K 2 ,144.30501,-38.09738,ROAD           ,T intersection                      
T20180015549,2018,August,Serious injury accident                   ,100,Serious injury                       ,26   B 9 ,142.05638000000002,-36.45836,HIGHWAY        ,T intersection                      
T20180015549,2018,August,Serious injury accident                   ,100,Serious injury                       ,26   B 9 ,142.05638000000002,-36.45836,HIGHWAY        ,T intersection                      
T20160011978,2016,May,Serious injury accident                   ,60,Serious injury                       ,713  R 5 ,145.59353000000002,-38.60463,STREET         ,T intersection                      
T20160011978,2016,May,Serious injury accident                   ,60,Serious injury                       ,713  R 5 ,145.59353000000002,-38.60463,STREET         ,T intersection                      
T20160011978,2016,May,Serious injury accident                   ,60,Serious injury                       ,713  R 5 ,145.59353000000002,-38.60463,STREET         ,T intersection                      
T20160011978,2016,May,Serious injury accident                   ,60,Serious injury                       ,713  R 5 ,145.59353000000002,-38.60463,STREET         ,T intersection                      
T20160014968,2016,July,Serious injury accident                   ,80,Serious injury                       ,696  C 8 ,146.51027,-38.205420000000004,STREET         ,T intersection                      
T20160014968,2016,July,Serious injury accident                   ,80,Serious injury                       ,696  C 8 ,146.51027,-38.205420000000004,STREET         ,T intersection                      
T20160006766,2016,March,Serious injury accident                   ,100,Serious injury                       ,21   F 7 ,144.25497,-35.8399,HIGHWAY        ,T intersection                      
T20160006766,2016,March,Serious injury accident                   ,100,Serious injury                       ,21   F 7 ,144.25497,-35.8399,HIGHWAY        ,T intersection                      
T20160006766,2016,March,Serious injury accident                   ,100,Serious injury                       ,21   F 7 ,144.25497,-35.8399,HIGHWAY        ,T intersection                      
T20160006766,2016,March,Serious injury accident                   ,100,Serious injury                       ,21   F 7 ,144.25497,-35.8399,HIGHWAY        ,T intersection                      
T20160004499,2016,February,Serious injury accident                   ,80,Serious injury                       ,88   K 2 ,145.14937,-37.966770000000004,ROAD           ,T intersection                      
T20160004499,2016,February,Serious injury accident                   ,80,Serious injury                       ,88   K 2 ,145.14937,-37.966770000000004,ROAD           ,T intersection                      
T20160019145,2016,September,Serious injury accident                   ,100,Serious injury                       ,134  B 10,145.29196000000002,-38.12944,HIGHWAY        ,T intersection                      
T20160019145,2016,September,Serious injury accident                   ,100,Serious injury                       ,134  B 10,145.29196000000002,-38.12944,HIGHWAY        ,T intersection                      
T20160019146,2016,September,Serious injury accident                   ,60,Serious injury                       ,437  B 11,144.97845,-37.85072,ROAD           ,T intersection                      
T20160019146,2016,September,Serious injury accident                   ,60,Serious injury                       ,437  B 11,144.97845,-37.85072,ROAD           ,T intersection                      
T20160005955,2016,March,Serious injury accident                   ,80,Serious injury                       ,100  C 4 ,145.16442,-38.10733,ROAD           ,T intersection                      
T20160005955,2016,March,Serious injury accident                   ,80,Serious injury                       ,100  C 4 ,145.16442,-38.10733,ROAD           ,T intersection                      
T20160005955,2016,March,Serious injury accident                   ,80,Serious injury                       ,100  C 4 ,145.16442,-38.10733,ROAD           ,T intersection                      
T20160005955,2016,March,Serious injury accident                   ,80,Serious injury                       ,100  C 4 ,145.16442,-38.10733,ROAD           ,T intersection                      
T20140018229,2014,September,Serious injury accident                   ,80,Serious injury                       ,110  A 7 ,145.28968,-38.031220000000005,ROAD           ,T intersection                      
T20140018229,2014,September,Serious injury accident                   ,80,Serious injury                       ,110  A 7 ,145.28968,-38.031220000000005,ROAD           ,T intersection                      
T20140018229,2014,September,Serious injury accident                   ,80,Serious injury                       ,110  A 7 ,145.28968,-38.031220000000005,ROAD           ,T intersection                      
T20140018229,2014,September,Serious injury accident                   ,80,Serious injury                       ,110  A 7 ,145.28968,-38.031220000000005,ROAD           ,T intersection                      
T20140023225,2014,November,Serious injury accident                   ,60,Serious injury                       ,62   D 8 ,145.71197,-37.42645,ROAD           ,T intersection                      
T20140023225,2014,November,Serious injury accident                   ,60,Serious injury                       ,62   D 8 ,145.71197,-37.42645,ROAD           ,T intersection                      
T20140023225,2014,November,Serious injury accident                   ,60,Serious injury                       ,62   D 8 ,145.71197,-37.42645,ROAD           ,T intersection                      
T20140023225,2014,November,Serious injury accident                   ,60,Serious injury                       ,62   D 8 ,145.71197,-37.42645,ROAD           ,T intersection                      
T20140023225,2014,November,Serious injury accident                   ,60,Serious injury                       ,62   D 8 ,145.71197,-37.42645,ROAD           ,T intersection                      
T20140023225,2014,November,Serious injury accident                   ,60,Serious injury                       ,62   D 8 ,145.71197,-37.42645,ROAD           ,T intersection                      
T20140023225,2014,November,Serious injury accident                   ,60,Serious injury                       ,62   D 8 ,145.71197,-37.42645,ROAD           ,T intersection                      
T20140023225,2014,November,Serious injury accident                   ,60,Serious injury                       ,62   D 8 ,145.71197,-37.42645,ROAD           ,T intersection                      
T20140019755,2014,September,Serious injury accident                   ,60,Serious injury                       ,53   D 6 ,144.76936,-37.85094,ROAD           ,T intersection                      
T20140019755,2014,September,Serious injury accident                   ,60,Serious injury                       ,53   D 6 ,144.76936,-37.85094,ROAD           ,T intersection                      
T20140019755,2014,September,Serious injury accident                   ,60,Serious injury                       ,53   D 6 ,144.76936,-37.85094,ROAD           ,T intersection                      
T20140019755,2014,September,Serious injury accident                   ,60,Serious injury                       ,53   D 6 ,144.76936,-37.85094,ROAD           ,T intersection                      
T20140019755,2014,September,Serious injury accident                   ,60,Serious injury                       ,53   D 6 ,144.76936,-37.85094,ROAD           ,T intersection                      
T20140019755,2014,September,Serious injury accident                   ,60,Serious injury                       ,53   D 6 ,144.76936,-37.85094,ROAD           ,T intersection                      
T20140019755,2014,September,Serious injury accident                   ,60,Serious injury                       ,53   D 6 ,144.76936,-37.85094,ROAD           ,T intersection                      
