Accident No,Year,Month of the Year,Date & Time,Severity level,Speed zones,Road Class,Rma All,Injury level,Lga Name,Lga Name All,Dca Code,Sub Dca Code,Vehicle dca code,Map,Long,Lat,Road Type,Road geometry
T20140004918,2014,March,09/03/14 14.00.00,Other injury accident                    ,80,Arterial other,Arterial Other,Other injury                        ,CASEY,CASEY,121,M01,Vehcile 1,90   J 3 ,145.236,-37.97233,FREEWAY        ,Multiple intersection                    
T20140004918,2014,March,09/03/14 14.00.00,Other injury accident                    ,80,Arterial other,Arterial Other,Other injury                        ,CASEY,CASEY,121,M01,Vehcile 1,90   J 3 ,145.236,-37.97233,FREEWAY        ,Multiple intersection                    
T20140005991,2014,March,23/03/14 13.30.00,Other injury accident                    ,50,Arterial other,Arterial Other,Other injury                        ,GEELONG,GEELONG,193,NRQ,Vehcile 1,442  C 3 ,144.36512,-38.10069,ROAD           ,Multiple intersection                    
T20140005991,2014,March,23/03/14 13.30.00,Other injury accident                    ,50,Arterial other,Arterial Other,Other injury                        ,GEELONG,GEELONG,193,NRQ,Vehcile 1,442  C 3 ,144.36512,-38.10069,ROAD           ,Multiple intersection                    
T20140005991,2014,March,23/03/14 13.30.00,Other injury accident                    ,50,Arterial other,Arterial Other,Other injury                        ,GEELONG,GEELONG,193,NRQ,Vehcile 1,442  C 3 ,144.36512,-38.10069,ROAD           ,Multiple intersection                    
T20140005991,2014,March,23/03/14 13.30.00,Other injury accident                    ,50,Arterial other,Arterial Other,Other injury                        ,GEELONG,GEELONG,193,NRQ,Vehcile 1,442  C 3 ,144.36512,-38.10069,ROAD           ,Multiple intersection                    
T20150012656,2015,May,25/05/15 07.30.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,CARDINIA,CARDINIA,112,NRQ,Vehicle 2,210  H 12,145.41018,-38.00527,ROAD           ,Multiple intersection                    
T20150012656,2015,May,25/05/15 07.30.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,CARDINIA,CARDINIA,112,NRQ,Vehicle 2,210  H 12,145.41018,-38.00527,ROAD           ,Multiple intersection                    
T20160000820,2016,January,13/01/16 11.45.00,Other injury accident                    ,50,Arterial other,"Arterial Other,Local Road",Not injured                         ,STONNINGTON,STONNINGTON,100,A01,Vehcile 1,437  C 11,144.98875,-37.85125,ROAD           ,Multiple intersection                    
T20160000820,2016,January,13/01/16 11.45.00,Other injury accident                    ,50,Arterial other,"Arterial Other,Local Road",Not injured                         ,STONNINGTON,STONNINGTON,100,B01,Vehcile 1,437  C 11,144.98875,-37.85125,ROAD           ,Multiple intersection                    
T20160000820,2016,January,13/01/16 11.45.00,Other injury accident                    ,50,Arterial other,"Arterial Other,Local Road",Not injured                         ,STONNINGTON,STONNINGTON,100,A01,Vehcile 1,437  C 11,144.98875,-37.85125,ROAD           ,Multiple intersection                    
T20160000820,2016,January,13/01/16 11.45.00,Other injury accident                    ,50,Arterial other,"Arterial Other,Local Road",Not injured                         ,STONNINGTON,STONNINGTON,100,B01,Vehcile 1,437  C 11,144.98875,-37.85125,ROAD           ,Multiple intersection                    
T20160004894,2016,March,04/03/16 07.30.00,Other injury accident                    ,50,Arterial other,"Arterial Other,Local Road",Not injured                         ,MOONEE VALLEY,MOONEE VALLEY,100,A03,Vehcile 1,28   F 1 ,144.91161,-37.74607,STREET         ,Multiple intersection                    
T20160004894,2016,March,04/03/16 07.30.00,Other injury accident                    ,50,Arterial other,"Arterial Other,Local Road",Not injured                         ,MOONEE VALLEY,MOONEE VALLEY,100,B01,Vehcile 1,28   F 1 ,144.91161,-37.74607,STREET         ,Multiple intersection                    
T20160004894,2016,March,04/03/16 07.30.00,Other injury accident                    ,50,Arterial other,"Arterial Other,Local Road",Not injured                         ,MOONEE VALLEY,MOONEE VALLEY,100,A03,Vehcile 1,28   F 1 ,144.91161,-37.74607,STREET         ,Multiple intersection                    
T20160004894,2016,March,04/03/16 07.30.00,Other injury accident                    ,50,Arterial other,"Arterial Other,Local Road",Not injured                         ,MOONEE VALLEY,MOONEE VALLEY,100,B01,Vehcile 1,28   F 1 ,144.91161,-37.74607,STREET         ,Multiple intersection                    
T20190003513,2019,February,22/02/19 16.30.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,BAYSIDE,BAYSIDE,130,A01,Vehcile 1,76   D 1 ,144.99312,-37.91948,STREET         ,Multiple intersection                    
T20190003513,2019,February,22/02/19 16.30.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,BAYSIDE,BAYSIDE,130,N01,Vehcile 1,76   D 1 ,144.99312,-37.91948,STREET         ,Multiple intersection                    
T20190003513,2019,February,22/02/19 16.30.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,BAYSIDE,BAYSIDE,130,A01,Vehcile 1,76   D 1 ,144.99312,-37.91948,STREET         ,Multiple intersection                    
T20190003513,2019,February,22/02/19 16.30.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,BAYSIDE,BAYSIDE,130,N01,Vehcile 1,76   D 1 ,144.99312,-37.91948,STREET         ,Multiple intersection                    
T20150010633,2015,May,19/05/15 18.20.00,Other injury accident                    ,80,Freeway,"Freeway,Arterial Other",Not injured                         ,MOONEE VALLEY,MOONEE VALLEY,130,A02,Not involved in initial event,2A   E 1 ,144.93912,-37.786,RAMP OF        ,Multiple intersection                    
T20150010633,2015,May,19/05/15 18.20.00,Other injury accident                    ,80,Freeway,"Freeway,Arterial Other",Not injured                         ,MOONEE VALLEY,MOONEE VALLEY,130,N01,Not involved in initial event,2A   E 1 ,144.93912,-37.786,RAMP OF        ,Multiple intersection                    
T20150010633,2015,May,19/05/15 18.20.00,Other injury accident                    ,80,Freeway,"Freeway,Arterial Other",Not injured                         ,MOONEE VALLEY,MOONEE VALLEY,130,Z02,Not involved in initial event,2A   E 1 ,144.93912,-37.786,RAMP OF        ,Multiple intersection                    
T20150010633,2015,May,19/05/15 18.20.00,Other injury accident                    ,80,Freeway,"Freeway,Arterial Other",Not injured                         ,MOONEE VALLEY,MOONEE VALLEY,130,A02,Not involved in initial event,2A   E 1 ,144.93912,-37.786,RAMP OF        ,Multiple intersection                    
T20150010633,2015,May,19/05/15 18.20.00,Other injury accident                    ,80,Freeway,"Freeway,Arterial Other",Not injured                         ,MOONEE VALLEY,MOONEE VALLEY,130,N01,Not involved in initial event,2A   E 1 ,144.93912,-37.786,RAMP OF        ,Multiple intersection                    
T20150010633,2015,May,19/05/15 18.20.00,Other injury accident                    ,80,Freeway,"Freeway,Arterial Other",Not injured                         ,MOONEE VALLEY,MOONEE VALLEY,130,Z02,Not involved in initial event,2A   E 1 ,144.93912,-37.786,RAMP OF        ,Multiple intersection                    
T20150001373,2015,January,20/01/15 12.25.00,Other injury accident                    ,60,Freeway,"Freeway,Arterial Other",Not injured                         ,WHITTLESEA,WHITTLESEA,139,NRQ,Vehicle 2,8    F 9 ,145.00246,-37.68763,RAMP OF        ,Multiple intersection                    
T20150001373,2015,January,20/01/15 12.25.00,Other injury accident                    ,60,Freeway,"Freeway,Arterial Other",Not injured                         ,WHITTLESEA,WHITTLESEA,139,NRQ,Vehicle 2,8    F 9 ,145.00246,-37.68763,RAMP OF        ,Multiple intersection                    
T20160001742,2016,January,25/01/16 17.52.00,Other injury accident                    ,80,Freeway,"Freeway,Arterial Other",Not injured                         ,BRIMBANK,BRIMBANK,121,Z02,Vehcile 1,25   K 8 ,144.79621,-37.77055,ROAD           ,Multiple intersection                    
T20160001742,2016,January,25/01/16 17.52.00,Other injury accident                    ,80,Freeway,"Freeway,Arterial Other",Not injured                         ,BRIMBANK,BRIMBANK,121,Z02,Vehcile 1,25   K 8 ,144.79621,-37.77055,ROAD           ,Multiple intersection                    
T20160008886,2016,April,17/04/16 12.30.00,Other injury accident                    ,Unknown,Freeway,"Freeway,Arterial Other",Not injured                         ,HUME,HUME,110,NRQ,Vehcile 1,15   K 3 ,144.88589,-37.707029999999996,DRIVE          ,Multiple intersection                    
T20140018117,2014,September,01/09/14 11.50.00,Other injury accident                    ,80,Arterial highway,"Arterial Highway,Local Road",Not injured                         ,BAYSIDE,BAYSIDE,121,NRQ,Vehcile 1,67   H 9 ,145.00873,-37.90637,HIGHWAY        ,Multiple intersection                    
T20140018117,2014,September,01/09/14 11.50.00,Other injury accident                    ,80,Arterial highway,"Arterial Highway,Local Road",Not injured                         ,BAYSIDE,BAYSIDE,121,NRQ,Vehcile 1,67   H 9 ,145.00873,-37.90637,HIGHWAY        ,Multiple intersection                    
T20140011837,2014,May,20/05/14 17.30.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,MOONEE VALLEY,MOONEE VALLEY,130,A01,Vehcile 1,28   F 1 ,144.90992,-37.74394,ROAD           ,Multiple intersection                    
T20140011837,2014,May,20/05/14 17.30.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,MOONEE VALLEY,MOONEE VALLEY,130,N01,Vehcile 1,28   F 1 ,144.90992,-37.74394,ROAD           ,Multiple intersection                    
T20140011837,2014,May,20/05/14 17.30.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,MOONEE VALLEY,MOONEE VALLEY,130,A01,Vehcile 1,28   F 1 ,144.90992,-37.74394,ROAD           ,Multiple intersection                    
T20140011837,2014,May,20/05/14 17.30.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,MOONEE VALLEY,MOONEE VALLEY,130,N01,Vehcile 1,28   F 1 ,144.90992,-37.74394,ROAD           ,Multiple intersection                    
T20150026037,2015,December,15/12/15 10.47.00,Other injury accident                    ,80,Arterial highway,"Freeway,Arterial Highway",Not injured                         ,WHITTLESEA,WHITTLESEA,121,M01,Vehicle 2,10   A 9 ,145.06731000000002,-37.68701,ROAD           ,Multiple intersection                    
T20150026037,2015,December,15/12/15 10.47.00,Other injury accident                    ,80,Arterial highway,"Freeway,Arterial Highway",Not injured                         ,WHITTLESEA,WHITTLESEA,121,Z02,Vehicle 2,10   A 9 ,145.06731000000002,-37.68701,ROAD           ,Multiple intersection                    
T20150026037,2015,December,15/12/15 10.47.00,Other injury accident                    ,80,Arterial highway,"Freeway,Arterial Highway",Not injured                         ,WHITTLESEA,WHITTLESEA,121,M01,Vehicle 2,10   A 9 ,145.06731000000002,-37.68701,ROAD           ,Multiple intersection                    
T20150026037,2015,December,15/12/15 10.47.00,Other injury accident                    ,80,Arterial highway,"Freeway,Arterial Highway",Not injured                         ,WHITTLESEA,WHITTLESEA,121,Z02,Vehicle 2,10   A 9 ,145.06731000000002,-37.68701,ROAD           ,Multiple intersection                    
T20160025898,2016,November,13/11/16 20.05.00,Other injury accident                    ,80,Arterial highway,Arterial Highway,Not injured                         ,STONNINGTON,STONNINGTON,140,P01,Vehicle 2,58   H 8 ,145.00688,-37.85962,ROAD           ,Multiple intersection                    
T20160025898,2016,November,13/11/16 20.05.00,Other injury accident                    ,80,Arterial highway,Arterial Highway,Not injured                         ,STONNINGTON,STONNINGTON,140,P01,Vehicle 2,58   H 8 ,145.00688,-37.85962,ROAD           ,Multiple intersection                    
T20150010688,2015,May,20/05/15 14.22.00,Other injury accident                    ,40,Arterial highway,"Arterial Highway,Arterial Other",Other injury                        ,PORT PHILLIP,PORT PHILLIP,130,A01,Vehicle 2,437  B 11,144.98254,-37.85674,STREET         ,Multiple intersection                    
T20150010688,2015,May,20/05/15 14.22.00,Other injury accident                    ,40,Arterial highway,"Arterial Highway,Arterial Other",Other injury                        ,PORT PHILLIP,PORT PHILLIP,130,N01,Vehicle 2,437  B 11,144.98254,-37.85674,STREET         ,Multiple intersection                    
T20150010688,2015,May,20/05/15 14.22.00,Other injury accident                    ,40,Arterial highway,"Arterial Highway,Arterial Other",Other injury                        ,PORT PHILLIP,PORT PHILLIP,130,A01,Vehicle 2,437  B 11,144.98254,-37.85674,STREET         ,Multiple intersection                    
T20150010688,2015,May,20/05/15 14.22.00,Other injury accident                    ,40,Arterial highway,"Arterial Highway,Arterial Other",Other injury                        ,PORT PHILLIP,PORT PHILLIP,130,N01,Vehicle 2,437  B 11,144.98254,-37.85674,STREET         ,Multiple intersection                    
T20150014349,2015,July,08/07/15 05.45.00,Other injury accident                    ,80,Unknown,,Not injured                         ,WHITTLESEA,WHITTLESEA,140,M01,Vehicle 2,181  D 11,144.99146000000002,-37.64843,STREET         ,Multiple intersection                    
T20150014349,2015,July,08/07/15 05.45.00,Other injury accident                    ,80,Unknown,,Not injured                         ,WHITTLESEA,WHITTLESEA,140,P01,Vehicle 2,181  D 11,144.99146000000002,-37.64843,STREET         ,Multiple intersection                    
T20150014349,2015,July,08/07/15 05.45.00,Other injury accident                    ,80,Unknown,,Not injured                         ,WHITTLESEA,WHITTLESEA,140,M01,Vehicle 2,181  D 11,144.99146000000002,-37.64843,STREET         ,Multiple intersection                    
T20150014349,2015,July,08/07/15 05.45.00,Other injury accident                    ,80,Unknown,,Not injured                         ,WHITTLESEA,WHITTLESEA,140,P01,Vehicle 2,181  D 11,144.99146000000002,-37.64843,STREET         ,Multiple intersection                    
T20150001186,2015,January,17/01/15 14.15.00,Other injury accident                    ,80,Unknown,,Not injured                         ,DANDENONG,DANDENONG,113,Z07,Vehicle 2,89   J 11,145.19058,-38.00127,RAMP OF        ,Multiple intersection                    
T20150001186,2015,January,17/01/15 14.15.00,Other injury accident                    ,80,Unknown,,Not injured                         ,DANDENONG,DANDENONG,113,Z07,Vehicle 2,89   J 11,145.19058,-38.00127,RAMP OF        ,Multiple intersection                    
T20150009142,2015,April,30/04/15 19.15.00,Other injury accident                    ,60,Arterial highway,"Arterial Highway,Local Road,Arterial Other",Other injury                        ,BENDIGO,BENDIGO,110,NRQ,Vehicle 2,607  T 6 ,144.28742,-36.758340000000004,TERRACE        ,Multiple intersection                    
T20150009142,2015,April,30/04/15 19.15.00,Other injury accident                    ,60,Arterial highway,"Arterial Highway,Local Road,Arterial Other",Other injury                        ,BENDIGO,BENDIGO,110,NRQ,Vehicle 2,607  T 6 ,144.28742,-36.758340000000004,TERRACE        ,Multiple intersection                    
T20190009248,2019,May,17/05/19 08.35.00,Other injury accident                    ,100,Freeway,Freeway,Not injured                         ,HOBSONS BAY,HOBSONS BAY,130,N01,Not involved in initial event,53   F 10,144.77665,-37.863820000000004,FREEWAY        ,Multiple intersection                    
T20190009248,2019,May,17/05/19 08.35.00,Other injury accident                    ,100,Freeway,Freeway,Not injured                         ,HOBSONS BAY,HOBSONS BAY,130,Z01,Not involved in initial event,53   F 10,144.77665,-37.863820000000004,FREEWAY        ,Multiple intersection                    
T20190009248,2019,May,17/05/19 08.35.00,Other injury accident                    ,100,Freeway,Freeway,Not injured                         ,HOBSONS BAY,HOBSONS BAY,130,N01,Not involved in initial event,53   F 10,144.77665,-37.863820000000004,FREEWAY        ,Multiple intersection                    
T20190009248,2019,May,17/05/19 08.35.00,Other injury accident                    ,100,Freeway,Freeway,Not injured                         ,HOBSONS BAY,HOBSONS BAY,130,Z01,Not involved in initial event,53   F 10,144.77665,-37.863820000000004,FREEWAY        ,Multiple intersection                    
T20190003703,2019,February,25/02/19 22.35.00,Other injury accident                    ,60,Freeway,"Freeway,Arterial Other",Not injured                         ,WHITTLESEA,WHITTLESEA,130,A01,Vehcile 1,8    G 9 ,145.00243,-37.68627,ROAD           ,Multiple intersection                    
T20190003703,2019,February,25/02/19 22.35.00,Other injury accident                    ,60,Freeway,"Freeway,Arterial Other",Not injured                         ,WHITTLESEA,WHITTLESEA,130,N01,Vehcile 1,8    G 9 ,145.00243,-37.68627,ROAD           ,Multiple intersection                    
T20190003703,2019,February,25/02/19 22.35.00,Other injury accident                    ,60,Freeway,"Freeway,Arterial Other",Not injured                         ,WHITTLESEA,WHITTLESEA,130,A01,Vehcile 1,8    G 9 ,145.00243,-37.68627,ROAD           ,Multiple intersection                    
T20190003703,2019,February,25/02/19 22.35.00,Other injury accident                    ,60,Freeway,"Freeway,Arterial Other",Not injured                         ,WHITTLESEA,WHITTLESEA,130,N01,Vehcile 1,8    G 9 ,145.00243,-37.68627,ROAD           ,Multiple intersection                    
T20140013073,2014,June,25/06/14 12.18.00,Other injury accident                    ,60,Arterial highway,"Freeway,Arterial Highway",Not injured                         ,MELBOURNE,"MOONEE VALLEY,MELBOURNE",130,A01,Not involved in initial event,2A   C 2 ,144.93704,-37.78886,               ,Multiple intersection                    
T20140013073,2014,June,25/06/14 12.18.00,Other injury accident                    ,60,Arterial highway,"Freeway,Arterial Highway",Not injured                         ,MELBOURNE,"MOONEE VALLEY,MELBOURNE",130,N01,Not involved in initial event,2A   C 2 ,144.93704,-37.78886,               ,Multiple intersection                    
T20140013073,2014,June,25/06/14 12.18.00,Other injury accident                    ,60,Arterial highway,"Freeway,Arterial Highway",Not injured                         ,MELBOURNE,"MOONEE VALLEY,MELBOURNE",130,Z07,Not involved in initial event,2A   C 2 ,144.93704,-37.78886,               ,Multiple intersection                    
T20140013073,2014,June,25/06/14 12.18.00,Other injury accident                    ,60,Arterial highway,"Freeway,Arterial Highway",Not injured                         ,MELBOURNE,"MOONEE VALLEY,MELBOURNE",130,A01,Not involved in initial event,2A   C 2 ,144.93704,-37.78886,               ,Multiple intersection                    
T20140013073,2014,June,25/06/14 12.18.00,Other injury accident                    ,60,Arterial highway,"Freeway,Arterial Highway",Not injured                         ,MELBOURNE,"MOONEE VALLEY,MELBOURNE",130,N01,Not involved in initial event,2A   C 2 ,144.93704,-37.78886,               ,Multiple intersection                    
T20140013073,2014,June,25/06/14 12.18.00,Other injury accident                    ,60,Arterial highway,"Freeway,Arterial Highway",Not injured                         ,MELBOURNE,"MOONEE VALLEY,MELBOURNE",130,Z07,Not involved in initial event,2A   C 2 ,144.93704,-37.78886,               ,Multiple intersection                    
